Datetime,XGBModel_4 Hours Ahead (kW),XGBModel_8 Hours Ahead (kW),NBEATSModel_4 Hours Ahead (kW),NBEATSModel_8 Hours Ahead (kW),Actual load (kW)
2019-08-04 01:00:00,2.2071402072906494,2.2071402072906494,2.098592284138957,2.098592284138957,2.9670202513593056
2019-08-04 02:00:00,1.5171767473220825,1.5171767473220825,1.5652515661009527,1.5652515661009527,1.7471278653149098
2019-08-04 03:00:00,0.9868924617767334,0.9868924617767334,0.980085436690573,0.980085436690573,0.5405355285860727
2019-08-04 04:00:00,0.4890781342983246,0.4890781342983246,0.46059003011510763,0.46059003011510763,0.3490055294570938
2019-08-04 05:00:00,0.12379039078950882,0.32522833347320557,0.14695974916824564,0.26445856017876646,0.2046956713680701
2019-08-04 06:00:00,0.06772252917289734,0.2718517482280731,0.10301141547848243,0.24161495467647365,0.4048496117913988
2019-08-04 07:00:00,0.1530621498823166,0.187227264046669,0.09176338835275911,0.24114910750923632,0.16111047066625062
2019-08-04 08:00:00,0.26839935779571533,0.3006230890750885,0.27250978450046853,0.36446675622035685,9.99999999999901e-07
2019-08-04 09:00:00,0.88804692029953,0.88804692029953,0.6024389535538249,0.6024389535538249,1.0159750027236925
2019-08-04 10:00:00,2.518484592437744,2.518484592437744,2.388178026318994,2.388178026318994,2.7051144216965564
2019-08-04 11:00:00,3.7125191688537598,3.7125191688537598,4.030524242556617,4.030524242556617,3.59361378151618
2019-08-04 12:00:00,3.9156970977783203,3.9156970977783203,5.288543564154263,5.288543564154263,6.867608947171531
2019-08-04 13:00:00,5.2220234870910645,4.260500431060791,5.605226805566696,4.85341221855628,5.6113033803626164
2019-08-04 14:00:00,4.32541561126709,4.248199462890625,6.252441164345626,4.925864390427165,5.314721253713397
2019-08-04 15:00:00,4.073529243469238,3.0236496925354004,5.466318975906381,4.164801815040774,3.518961753284026
2019-08-04 16:00:00,3.597606658935547,2.994426965713501,4.866711138853617,4.472529494607253,4.058417139625972
2019-08-04 17:00:00,3.7343971729278564,3.7343971729278564,3.41896704410084,3.41896704410084,2.507454284583621
2019-08-04 18:00:00,3.395435333251953,3.395435333251953,3.8423347100607272,3.8423347100607272,2.5339555616383005
2019-08-04 19:00:00,4.29348087310791,4.29348087310791,4.7009773007330145,4.7009773007330145,2.806815477784899
2019-08-04 20:00:00,3.836906671524048,3.836906671524048,5.230113182262192,5.230113182262192,2.120266722944472
2019-08-04 21:00:00,3.9040029048919678,4.490972995758057,3.631006675039511,5.206849821235509,4.267159524345826
2019-08-04 22:00:00,3.5407183170318604,4.150047302246094,4.741524908878097,5.085094944049439,2.782461784299638
2019-08-04 23:00:00,3.5673604011535645,3.5537312030792236,3.550094877592385,4.287186389645662,2.289735056167604
2019-08-05 00:00:00,3.019700527191162,2.9353647232055664,2.993812796052186,3.385222198745395,2.305472975922055
2019-08-05 01:00:00,2.0021378993988037,2.0021378993988037,1.9190441418715132,1.9190441418715132,1.3115481405368379
2019-08-05 02:00:00,1.185448169708252,1.185448169708252,1.5625093988745586,1.5625093988745586,0.3629327755932269
2019-08-05 03:00:00,0.822619616985321,0.822619616985321,0.7229956711487376,0.7229956711487376,0.47016205623457175
2019-08-05 04:00:00,0.2843344807624817,0.2843344807624817,0.33439873636662115,0.33439873636662115,0.225963692739699
2019-08-05 05:00:00,0.0419522263109684,0.17436672747135162,0.035312867481075545,0.1301836380519164,0.3309091920962864
2019-08-05 06:00:00,0.07003327459096909,0.08700241893529892,0.08661044292740891,0.143992019100753,9.99999999999901e-07
2019-08-05 07:00:00,0.10032346099615097,0.05291843041777611,0.2341528828641341,0.1316353027058879,0.8911735535731846
2019-08-05 08:00:00,0.8440819382667542,0.33393093943595886,0.6079291523608267,0.26835551840509225,1.7001754207827253
2019-08-05 09:00:00,2.1191465854644775,2.1191465854644775,1.7262665245319067,1.7262665245319067,4.363786920749244
2019-08-05 10:00:00,2.442352056503296,2.442352056503296,2.650398226157224,2.650398226157224,3.9156213331014835
2019-08-05 11:00:00,3.1461620330810547,3.1461620330810547,2.7590468604879095,2.7590468604879095,2.808029666678537
2019-08-05 12:00:00,3.551239490509033,3.551239490509033,3.3870005687033222,3.3870005687033222,4.298129085149129
2019-08-05 13:00:00,4.163100242614746,3.7793843746185303,3.3650242659603493,3.3352475412439575,5.374015171655444
2019-08-05 14:00:00,3.519592523574829,3.735095977783203,3.620292955733757,3.498392824642408,1.6123031669620933
2019-08-05 15:00:00,3.3060503005981445,3.4847347736358643,3.5256391827278755,3.456562602717049,4.064574546379935
2019-08-05 16:00:00,3.326460123062134,3.2151107788085938,3.28263493065385,3.16818306100881,3.102934969722322
2019-08-05 17:00:00,3.178314208984375,3.178314208984375,2.8746220990461544,2.8746220990461544,3.58255849750349
2019-08-05 18:00:00,3.1288657188415527,3.1288657188415527,3.6247492580517733,3.6247492580517733,3.6570139189300597
2019-08-05 19:00:00,3.5522751808166504,3.5522751808166504,4.141785860371536,4.141785860371536,7.928733497344547
2019-08-05 20:00:00,3.568270683288574,3.568270683288574,3.97722933850494,3.97722933850494,2.9900729423315267
2019-08-05 21:00:00,3.4870638847351074,3.521655797958374,3.319924590380833,3.7702905804311344,8.691896689595543
2019-08-05 22:00:00,3.089228630065918,3.1970136165618896,3.3367642503129944,3.6417667321394145,5.518804941802979
2019-08-05 23:00:00,2.36923885345459,2.45797061920166,2.5135210528267433,2.9235923657188443,4.233449192068739
2019-08-06 00:00:00,1.8313997983932495,1.8477345705032349,1.747764588228591,2.1389735918557804,3.4483439991421148
2019-08-06 01:00:00,2.003309726715088,2.003309726715088,1.8248530838082537,1.8248530838082537,1.432305412991838
2019-08-06 02:00:00,0.8920267224311829,0.8920267224311829,1.065738667844763,1.065738667844763,0.5631506371286162
2019-08-06 03:00:00,0.3367161750793457,0.3367161750793457,0.5463213621473426,0.5463213621473426,0.05821633469263562
2019-08-06 04:00:00,0.143015056848526,0.143015056848526,0.09816743906582917,0.09816743906582917,0.05322091620720686
2019-08-06 05:00:00,0.018493637442588806,0.09425870329141617,0.0841150938313089,0.030877223122074755,1.2510566609594513
2019-08-06 06:00:00,0.19127580523490906,0.13581112027168274,0.20431861074195218,0.12258490600572469,9.99999999999901e-07
2019-08-06 07:00:00,1.1271578073501587,0.4845757782459259,0.9305255970000424,0.628851653234302,0.8131220800611716
2019-08-06 08:00:00,1.8331350088119507,1.2892451286315918,2.337255015690504,1.6566923930608968,2.125211525440217
2019-08-06 09:00:00,2.698887348175049,2.698887348175049,2.5724809914916653,2.5724809914916653,0.6506657249132792
2019-08-06 10:00:00,2.7356607913970947,2.7356607913970947,3.327616934686211,3.327616934686211,3.5808954443825605
2019-08-06 11:00:00,3.170229911804199,3.170229911804199,3.340200268125044,3.340200268125044,2.705644083224402
2019-08-06 12:00:00,3.354642152786255,3.354642152786255,3.623059748767187,3.623059748767187,4.6972144187821305
2019-08-06 13:00:00,4.235068321228027,3.2031540870666504,3.649448323899273,3.754279533738394,4.521014970938365
2019-08-06 14:00:00,4.081411361694336,4.01942777633667,3.8101018519502237,3.6903205808601465,2.060289946428931
2019-08-06 15:00:00,3.6484498977661133,3.4125425815582275,3.8525270250906134,3.7323741003666964,5.038812300798627
2019-08-06 16:00:00,3.2127225399017334,3.014218807220459,3.8101372944019913,3.297498977927706,2.104394173314837
2019-08-06 17:00:00,2.778418779373169,2.778418779373169,2.4233131449874823,2.4233131449874823,1.1834153342035028
2019-08-06 18:00:00,3.013063907623291,3.013063907623291,3.6722892215073957,3.6722892215073957,1.231173560025956
2019-08-06 19:00:00,4.418846607208252,4.418846607208252,4.9828499908870585,4.9828499908870585,2.9176179743448936
2019-08-06 20:00:00,3.710902690887451,3.710902690887451,4.833314862610022,4.833314862610022,3.994435443168215
2019-08-06 21:00:00,4.3084516525268555,3.837012529373169,4.080387544471904,5.1730787126451965,5.7667324209213255
2019-08-06 22:00:00,4.344550609588623,4.338111400604248,4.702257745970636,5.052373180258252,2.344129944525823
2019-08-06 23:00:00,3.4883627891540527,3.359029769897461,3.48050758041922,3.808613878703645,3.1358614721298235
2019-08-07 00:00:00,2.704139232635498,2.698676824569702,2.454550720176623,2.7489598433514333,2.3984514754405595
2019-08-07 01:00:00,1.455087661743164,1.455087661743164,1.3236137817689875,1.3236137817689875,2.0378976932212023
2019-08-07 02:00:00,0.9084086418151855,0.9084086418151855,0.7626291896214888,0.7626291896214888,0.7300711402367487
2019-08-07 03:00:00,0.24075181782245636,0.24075181782245636,0.32787699878339854,0.32787699878339854,0.3440508315090593
2019-08-07 04:00:00,0.15900149941444397,0.15900149941444397,0.11056060537152568,0.11056060537152568,0.9693810576655091
2019-08-07 05:00:00,0.8163615465164185,0.362243115901947,0.0790152667482214,0.04119383353776522,9.99999999999901e-07
2019-08-07 06:00:00,0.24413178861141205,0.27305057644844055,0.015992508263961452,0.08230143334143332,0.0013591382348790094
2019-08-07 07:00:00,0.45356041193008423,0.5085155367851257,0.22637343227271844,0.4463341888771361,0.8173261942867699
2019-08-07 08:00:00,1.5667128562927246,1.6211634874343872,1.04740451254836,1.3556749588015482,0.7109826105969758
2019-08-07 09:00:00,1.5098927021026611,1.5098927021026611,1.0543227770927366,1.0543227770927366,0.6519975561993927
2019-08-07 10:00:00,2.419532299041748,2.419532299041748,2.2486841283048706,2.2486841283048706,1.439182781039767
2019-08-07 11:00:00,2.4902095794677734,2.4902095794677734,2.4466933994154902,2.4466933994154902,2.438988967143586
2019-08-07 12:00:00,3.056321620941162,3.056321620941162,2.9637391887394857,2.9637391887394857,2.807989079136742
2019-08-07 13:00:00,2.8557350635528564,2.961879253387451,2.5788297329664074,2.918370977681916,5.307138052082488
2019-08-07 14:00:00,3.4363226890563965,3.5443918704986572,3.2515932781218235,3.2522650443340537,2.0344956101209832
2019-08-07 15:00:00,3.1110455989837646,3.2077226638793945,3.1554712269192247,3.320236745206496,3.7015793330302786
2019-08-07 16:00:00,2.7935609817504883,2.833975076675415,2.959615624813661,3.0897247996502135,3.560234188472324
2019-08-07 17:00:00,3.257760763168335,3.257760763168335,2.778718534413188,2.778718534413188,2.2499535298987485
2019-08-07 18:00:00,2.6723270416259766,2.6723270416259766,2.8214409910126164,2.8214409910126164,2.999673558776003
2019-08-07 19:00:00,3.740734100341797,3.740734100341797,3.7776399721552023,3.7776399721552023,3.4210076107453227
2019-08-07 20:00:00,3.62060284614563,3.62060284614563,4.055624973926871,4.055624973926871,3.6631673374180247
2019-08-07 21:00:00,4.087418556213379,4.1874165534973145,3.891204854312384,4.210576049453393,4.229892726686691
2019-08-07 22:00:00,3.8316240310668945,3.851099967956543,4.150570590111368,4.495369433976928,4.108985614692265
